id	createdAt	username	forum	raw_message
5127623606	2020-10-28T02:28:39	disqus_v5w9xsRFX4	istheservicedown	Internet down for the last 2 hours in Troy. Mi
5127636054	2020-10-28T02:43:09	jamesvarela	istheservicedown	This is ridiculous. No service since 4:30 this afternoon in Longwood Longwood FL Horrendous service. 2nd largest company! There isnt a cloud in the sky! Why?
5127654264	2020-10-28T03:05:42	None	istheservicedown	Ringgold GA internet out. It’s been out for 6 hours, come on people!
5127668388	2020-10-28T03:24:29	parry_sharbono	istheservicedown	El reno Oklahoma we have no internet nothing
5127670487	2020-10-28T03:27:24	None	istheservicedown	What the hell is going on?? In Honolulu Hawaii, the internet is absolutely shitting itself, it's so slow it's barely usable
5127714517	2020-10-28T04:34:40	None	istheservicedown	Internet net out in barnsdall Oklahoma
5127721103	2020-10-28T04:46:36	None	istheservicedown	All the money they get from me a month, and we have to deal with this
5127721511	2020-10-28T04:47:18	None	istheservicedown	Since joining boost mobile, I've experienced allot of issues with my cell phone. I wish Cingular was still around/available. Out of the many times (Beyond 150 since joining boost) having to call the "TECHLESS DEVISION" I've only talked to 8 people that was qualified techs. I hate the fact that most of the idiots that work for them don't listen and make various customers/clients repeat the issues/problems and always say;"Don't worry about!"I mean it's not like we are using their services for free. Yet, I'm unemployed and they prefer idiots to qualified men an women... REALLY??? So, sad!!!!
5127724101	2020-10-28T04:52:02	None	istheservicedown	Internet and cable has been down since Monday 10/26/20 since about 6am.. Called customer service about 12 times and no one knew what was going on! They said the same thing every time! “ we are working on it”  but still nothing.
5127729919	2020-10-28T05:02:47	shahramsedehi	istheservicedown	No internet in cottage and 88th. Southside
5127734131	2020-10-28T05:10:46	disqus_5ggcJb3Ht5	istheservicedown	I see here it arrived at St. Louis MO on October 17thPlease contact consumer affairs and request a packagesearch or file a claimMax
5127734842	2020-10-28T05:12:06	disqus_5ggcJb3Ht5	istheservicedown	Right now there are delays all over the countryand not caused by election mail but by packagesMax
5127735556	2020-10-28T05:13:36	disqus_5ggcJb3Ht5	istheservicedown	You may have to go down to your local post officeand talk to either a supervisor or the postmasterMax
5127735985	2020-10-28T05:14:28	disqus_5ggcJb3Ht5	istheservicedown	Estimated date of arrival at the post office                    Today, 28 Oct 2020 - 31 Oct 2020, about 4 days remaining                The forecast is not 100% certain, and is based on 250 packages delivered in the last 60 days                                  23 Oct 2020            22:42                                            Departed Shipping Partner Facility, USPS Awaiting Item. Shipping Partner:  AMAZON. Your item departed a shipping partner facility at 10:42 pm on October 23, 2020 in ORLANDO, FL 32824. This does not indicate receipt by the USPS or the actual mailing date.              ORLANDO, FL 32824
5127736195	2020-10-28T05:14:56	disqus_5ggcJb3Ht5	istheservicedown	Please contact your local post office a.s.a.p.Max
5127737219	2020-10-28T05:16:59	disqus_5ggcJb3Ht5	istheservicedown	If you are still having this problem you can go down to your local post office and they can email the facility it's coming fromMax
5127738098	2020-10-28T05:18:39	None	istheservicedown	I mailed several letters, bills, at the Sebastapol Ca post office on Oct. 15th and none of them have arrived at their intended destination. The letters were put into the mail slot inside the building. Has there been a mishap at the Sebastapol post office, damaged or miss handled mail?Has anyone else had a similar problem with mail deposited at the Sebastapol post office?
5127738457	2020-10-28T05:19:22	disqus_5ggcJb3Ht5	istheservicedown	possibly damaged and maybe lostand could be delayed depending on the volume in that facilityMax
5127739090	2020-10-28T05:20:36	disqus_5ggcJb3Ht5	istheservicedown	26 Oct 2020            10:50                                            Delivered, Parcel Locker. Your item was delivered to a parcel locker at 10:50 am on October 26, 2020 in EMERALD ISLE, NC 28594.              EMERALD ISLE, NC 28594
5127739685	2020-10-28T05:21:54	disqus_5ggcJb3Ht5	istheservicedown	27 Oct 2020            12:57                                            Delivered, In/At Mailbox. Your item was delivered in or at the mailbox at 12:57 pm on October 27, 2020 in EAGAR, AZ 85925.              EAGAR, AZ 85925
5127750524	2020-10-28T05:43:12	judionnazagorski	istheservicedown	OKC SW 53rd No internet no cable
5127756525	2020-10-28T05:55:21	anneschaffernielsen	istheservicedown	are any of the fires in southern california delaying the pick up or delivery of mail?
5127758451	2020-10-28T05:59:17	anneschaffernielsen	istheservicedown	have you asked a neighbor if they are getting mail?  If you are unable to get to the local office and your neighbor is getting mail,  put a note on their box for the mail person inquiring about no mail for weeks along with a number they can contact you.
5127760661	2020-10-28T06:03:57	housemom1952	istheservicedown	Well now, y'all truly suck.
5127761824	2020-10-28T06:06:29	leighannawang	istheservicedown	I lost wifi connection at home. I'm in Clarksburg MD. I need to send out files out to the client.  I really need this could be fixed as soon as possible.
5127765523	2020-10-28T06:14:24	None	istheservicedown	The 610 error always happens to me. I did ALL of the methods to fix the error. Even internet has quick speed. Also another problem. I blame Adopt Me for this. Because it's getting laggy on every game, and the game itself gonna reach 2 million visits. If it does, then it might just Lag Spike a lot of games.I think Roblox really needs to fix this, otherwise "potato computer" users are just gonna quit.I'm talking smart here, am I?
5127769410	2020-10-28T06:22:50	None	istheservicedown	Oh no, Error 503 spikes. If you see them, you can't play that game anymore (I think...)
5127801809	2020-10-28T07:32:28	disqus_KdS5EuTBsf	istheservicedown	Internet at a snails pace for several hours in Pasadena, CA
5127818331	2020-10-28T08:05:21	disqus_KdS5EuTBsf	istheservicedown	Internet has been at a snails pace for several hours in Pasadena, CA
5127856315	2020-10-28T09:13:15	disqus_ClOi6Rjg5r	istheservicedown	Can't make calls. West New York, NJ
5127879237	2020-10-28T09:51:51	disqus_m4ckceSiQX	istheservicedown	'C'U'S'T'O'M'ER' SE'R'V'I'CE' HE'L'P'LI'N'E' PHO'N'E' N'U'MB'E'R '+1-833𝓞540'C'U'S'T'O'M'ER' SE'R'V'I'CE' HE'L'P'LI'N'E' PHO'N'E' N'U'MB'E'R '+1-833𝓞540I supposedly won a Mac Pro Laptop but did not give them any credit info, in today's world full of scammers you simply must never give private info to anyone saying you won something and then asks you to pay
5127886614	2020-10-28T10:04:11	disqus_aK8Iz0PKlT	istheservicedown	Already filed claims and still not here
5127887265	2020-10-28T10:05:18	disqus_aK8Iz0PKlT	istheservicedown	They said it has yet to reach our post office... Does that mean it has been delayed still should I wait a little longer its been in transit for 23 days and it is express
5127889114	2020-10-28T10:08:22	disqus_aK8Iz0PKlT	istheservicedown	Is it normal for it to be this late? During these times
5127891119	2020-10-28T10:11:28	disqus_aK8Iz0PKlT	istheservicedown	Do you think it went to china smh thank you again max
5127914315	2020-10-28T10:45:58	disqus_lEkMdJ7FwI	istheservicedown	So what is going on exactly? Internet has been extremely slow going on four days now. Like impossible slow. Speed tests show we're at 0.08mbps, for download speeds, and 0.04mbps. for upload speeds... What gives? Yes, I'm aware I'm a month behind on payment. Life's been shit. (That includes ability to pay lately...) I've managed to pay up 60 bucks so you'd stop hounding me, (because that's all I could afford right now.) And a day later, internet is ridiculously slow. Are you throttling our speed because of that?Because it seems like it...
5127923247	2020-10-28T10:57:54	None	istheservicedown	For some reason I can’t refill my account, it says that something is wrong with the refill pin when I call on the automated line, when I try to enter the refill pin on my account it says “we seem to be experiencing issues try again later” I need my cellular device for work, which starts at 8:30 AM central time! Alabama area!
5127925454	2020-10-28T11:00:53	None	istheservicedown	I’m having refill issues, when I call into the automated line it says that my refill pin can’t be taken, when I try to put the refill pin on my account, it says “We seem to be experiencing technical issues” I need my cellular device for work which starts at 8:30 AM central time!Alabama area!
5127928588	2020-10-28T11:05:07	None	istheservicedown	My internet and t.v both is down
5127930667	2020-10-28T11:07:44	patrick_eisel	istheservicedown	73069 ran the automated reboot. Now service. Will it be back on soon?
5127958621	2020-10-28T11:41:56	disqus_0vbVl8G6Xx	istheservicedown	Thanks, I will wait a little longer before requesting a new one. Nightmare scenerio is to request a new one and then the original one shows up in the mail!
5127991615	2020-10-28T12:17:53	None	istheservicedown	I seriously pay to much for AT&T service and been with this company to many years for this type of inconvenience and without saying anything or giving me some kind of update....
5128035060	2020-10-28T13:00:10	rdkisner	istheservicedown	Why can't you all keep the internet on.Here in lebanon tennessee it's been down for I don't know how long it was off when I got up at 5 am.You would think that with all the money you get from everyone you could improve your service but you would rather let the people do with out while you pocket the money.Bad business.Lots off people are going to leave you.
5128039019	2020-10-28T13:03:44	None	istheservicedown	Has been almost 12 hours with not being able to connect to the internet. I need it to be able to do my work.
5128117727	2020-10-28T14:05:07	None	istheservicedown	I have had service issues for the last 3 days in Ormond Beach, Florida. I cannot text or make/receive phone calls which I use for business. Never had issues until this week. Very frustrating
5128154527	2020-10-28T14:33:29	raymond_chabot	istheservicedown	Teapplix rcvd.  Tracking number 9200190280960014017810 on 10/24 and has not moved yet. USPS. package delivery is extremely slow in Rancho Cucamonga. FIRES?
5128169858	2020-10-28T14:45:08	None	istheservicedown	All service from Suddenlink is down this morning,   from at least 5 am until 8 am.    No internet,  no landline, no cable.   Location is off of Southwest Blvd,   west of loop.
5128189211	2020-10-28T14:59:29	None	istheservicedown	WiFi and phones still down.... problem noted at approximately 7 pm yesterday
5128193498	2020-10-28T15:02:39	melindaloy	istheservicedown	Can anyone please tell me if there are still service issues in Minnesota? Relative there is still not answering cell. So worried! Thank you!
5128193693	2020-10-28T15:02:49	kari_cowan	istheservicedown	Here we go again. 27863 Pikeville NC internet
5128197341	2020-10-28T15:05:37	kari_cowan	istheservicedown	Goldsboro area Pikeville constantly having problems with slow internet. Fine for several days then so slow can't stream anything and very low signal on wifi standing right next to router. But Spectrum says AOK!
5128206229	2020-10-28T15:12:13	chris_moses	istheservicedown	No power in Pittsboro/Bynum area
5128226186	2020-10-28T15:26:39	jameskoehling	istheservicedown	Frisco cellular telephone service appears to be failing: calls ring on receiver phone, but no voice is transmitted in either direction.  Attempted to call spouse's phone upon returning home, and standing near each other, noted that neither phone produced any voice transmission or reception.
5128240451	2020-10-28T15:36:49	disqus_5ggcJb3Ht5	istheservicedown	not USPS yet!we haven't received it from the shipper yet            27 Oct 2020            01:24                                            Departed Shipping Partner Facility, USPS Awaiting Item. Shipping Partner:  Teapplix Inc. Your item departed a shipping partner facility at 1:24 am on October 27, 2020 in RANCHO CUCAMONGA, CA 91730. This does not indicate receipt by the USPS or the actual mailing date.              RANCHO CUCAMONGA, CA 91730
5128241379	2020-10-28T15:37:28	disqus_5ggcJb3Ht5	istheservicedown	Possibly!Please contact your local post officefor more info.Max
5128242198	2020-10-28T15:38:05	disqus_5ggcJb3Ht5	istheservicedown	Please contact themMax
5128243772	2020-10-28T15:39:12	disqus_5ggcJb3Ht5	istheservicedown	Welcome! hope it will arrive soonMax
5128248496	2020-10-28T15:42:31	None	istheservicedown	I’ve been with AT&T since 2001 and this is the first time this has happened since September 11. If you can’t survive without cell service for a few hours AT AND EARLY MORNING hours, you need to reevaluate your life
5128254334	2020-10-28T15:46:37	disqus_5ggcJb3Ht5	istheservicedown	Tom that's a possibility i really don't know if they scan packagesin China for sure but it might haveI am checking this on Global Package Tracking websiteMax
5128255991	2020-10-28T15:47:50	disqus_5ggcJb3Ht5	istheservicedown	Tom it's a possibility!I don't know if they scan packages in China but it might haveMax
5128258688	2020-10-28T15:49:42	disqus_5ggcJb3Ht5	istheservicedown	Okay sometimes on here and at work i have seen packagesarrive after two to three months so we will just have to wait and seein the meantime when i get to work today i will track it again on our computersMax
5128261437	2020-10-28T15:51:40	disqus_5ggcJb3Ht5	istheservicedown	No it should never ever be that latehopefully it wasn't damaged during shippingMax
5128271473	2020-10-28T15:58:42	jeff_n_ill	istheservicedown	Another disappearing package. #9405511899564908979932 Last seen Anaheim on the 19th supposed to be here on the 23rd....
5128279528	2020-10-28T16:04:29	disqus_5ggcJb3Ht5	istheservicedown	Yes it's still in Anaheim no departure scan from therePlease give it until tomorrow and if no movement pleasecontact consumer affairs and request a package searchor file a claimMax
5128288932	2020-10-28T16:11:28	None	istheservicedown	I am in Madison, WI. Having internet connection loss since 10 AM central time on 10/28/2020.
5128301022	2020-10-28T16:19:59	raymond_chabot	istheservicedown	As stated in original comment. Teapplix rcvd. on 10/24. still not moving in USPs.
5128312525	2020-10-28T16:28:01	DrKloveGuzman	istheservicedown	I am located in Long Beach, Ca.  Today is Wednesday, October 28, 2020.  We have been having internet problems since yesterday, Tuesday, October 27, 2020.  It's frustrating as I am a college professor and teach my classes remotely through Zoom.  I've had to use my cell phone service as a hot-spot.  It's frustrating because we upgraded to the faster Spectrum internet service, got the new equipment, pay more each month and it's not working!  In addition, I spent more than one hour on their Chat Line waiting fo help and got no response. This morning, 10/20/2020, same thing.  So frustrating!
5128326683	2020-10-28T16:37:31	None	istheservicedown	I have a package stuck in CITRUS HEIGHTS with Tracking Number of LT110956031SG. It was OUT FOR DELIVERY, but now just stuck in transit. Help! It's medication!
5128345313	2020-10-28T16:50:02	howardcledwell	istheservicedown	My internet WiFi has been acting crazy for the last two weeks or so I’m in shelbyville tn I pay to much for internet for this to be happening
5128348492	2020-10-28T16:52:10	None	istheservicedown	I have a package stuck in Citrus Heights with Tracking Number of LT110956031SG. It was Out For Delivery for 4 hours then returned back to the same Post Office. It's now just stuck in transit. It got sent from Sacramento to Citrus Heights which is in the opposite direction of where it was supposed to go. Please help..
5128349250	2020-10-28T16:52:39	disqus_5ggcJb3Ht5	istheservicedown	well if we had it maybe it wasn't scannedbut i still don't see that here and i am tracking it on our computersMax
5128357287	2020-10-28T16:57:48	None	istheservicedown	My internet in Cleveland has been down for the past 10 minutes
5128361581	2020-10-28T17:00:35	disqus_5ggcJb3Ht5	istheservicedown	well if we had it maybe it wasn't scannedbut i still don't see that here and i am tracking it on our computersMax
5128388916	2020-10-28T17:18:55	disqus_DEhxsZZtx6	istheservicedown	Ours goes out in wet weather all time, currently out internet  and cableStill out,Had  ice storm come through but it should be fixed, Postal 76384
5128393772	2020-10-28T17:22:13	None	istheservicedown	My phone goes down repeatedly every day and my internet goes down about every other day. Very frustrating!  Hard to work from home when you can't do anything. They should pay us to use their service.
5128408754	2020-10-28T17:32:26	raymond_chabot	istheservicedown	Max , It is probably still at USPS contractor Teapplix as originally stated. Thank you for your help
5128434696	2020-10-28T17:50:14	disqus_5ggcJb3Ht5	istheservicedown	Raymond always welcome!Max
5128439094	2020-10-28T17:53:15	disqus_5ggcJb3Ht5	istheservicedown	Rob did you contact your local post office about this issue?your local post office can email this facility about your packageThis is what i received off of Global Package TrackingMax                                  Estimated date of arrival at the post office                    26 October 2020 - 28 October 2020                The forecast is not 100% certain, and is based on 250 packages delivered in the last 60 days                                  26 Oct 2020            11:36                                            Arrived at USPS Facility. Your item arrived at our USPS facility in CITRUS HEIGHTS, CA 95621 on October 26, 2020 at 11:36 am. The item is currently in transit to the destination
5128445412	2020-10-28T17:57:40	None	istheservicedown	Max Stock, Please help me re 9505516890910290008898
5128459736	2020-10-28T18:07:45	None	istheservicedown	Is thre an outage in Fairplay, CO causing metro t mobile to be affected?  I can make calls or text? Need this now.  Have a sick 9 year old boy at home.  Need contact with doctor.
5128470113	2020-10-28T18:14:41	None	istheservicedown	I'm with Kari Cowan NOT AGAIN!.La Puente, California  Come on Spectrum Again!
5128483008	2020-10-28T18:23:16	None	istheservicedown	I tried calling and no one answered. I've since filed a claim as well.
5128492969	2020-10-28T18:29:45	disqus_g420dcnQII	istheservicedown	Burbank, CA 91506 intermittent connectivity that has been happening for about a month. It's gotten really bad the last few days. I'm currently connected directly to my cable modem with same issues.
5128521100	2020-10-28T18:49:31	None	istheservicedown	I am in RGV and their is no internet in Harlingen Tx
5129084770	2020-10-29T03:06:06	deboriah	istheservicedown	If you call and ask to talk to a manager and you hav ed been gaving a lot of issues they know about they will give you free internet sometimes. Got 5 months one time.
5129100717	2020-10-29T03:30:13	disqus_dWoUlCX6TP	istheservicedown	I can't run WiFi but I plug my Ethernet cord in its really fast anyone experiencing this
5129113089	2020-10-29T03:49:41	None	istheservicedown	Any Verizon FIOS issues in Catonsville?
5129129217	2020-10-29T04:18:01	None	istheservicedown	Internet Down in Bremerton it’s been five hours now
5129138189	2020-10-29T04:33:45	None	istheservicedown	The playback progress bar won't go away. It's terrible! Where are the developers???
5129147478	2020-10-29T04:50:49	disqus_OAI8NREBJk	istheservicedown	Internet out again. No explanation or any info about when it will be on again. Kids need to be in class tomorrow morning. It better be working.
5129161551	2020-10-29T05:18:30	disqus_5ggcJb3Ht5	istheservicedown	Gabe did you contact your local post office?Max
5129162405	2020-10-29T05:20:22	disqus_5ggcJb3Ht5	istheservicedown	There could be a problem with the addressif you don't put a suite number apt. numberand others it wont go to where it's supposed to goMax
5129164319	2020-10-29T05:24:15	disqus_5ggcJb3Ht5	istheservicedown	I see here it departed St. Louis MO Distribution Center on October 17thsupposedly! It may have went to the next facility but not scanned as arrived due to that facility being backed up.or the possibility it's still in St. Louis damaged and awaiting to be repairedLet's give this a few more days and if no movement then please contact consumer affairsMax
5129165123	2020-10-29T05:25:58	disqus_5ggcJb3Ht5	istheservicedown	Rob okay great!Let's see what happens with this in the next few daysMax
5129166289	2020-10-29T05:28:27	disqus_5ggcJb3Ht5	istheservicedown	I just hope it wasn't damaged running through our DBCS machines!Please let me know what happensMax
5129170390	2020-10-29T05:37:05	jazzfan45	istheservicedown	Fedex is going down the tubes. My last delivery was damaged and they just left it outside my door without getting the required signature.This package has been in my area, Salt Lake City (it originally was sent from CT), for a week now, and it's still pending delivery. Not only that, it's difficult to talk to anyone about it, and when you get someone, they're in the Philippines.  I think the company is going to fold if they keep this up.
5129170708	2020-10-29T05:37:42	disqus_5ggcJb3Ht5	istheservicedown	Tom i checked your tracking on the package and the sameIt departed Honolulu on October 2nd no scans after thatIt might have been damaged badly and i noticed they closed your case on looking for the packageon October 10thMax
5129197813	2020-10-29T06:37:37	disqus_5ggcJb3Ht5	istheservicedown	It's time to talk to the postmaster or the postal inspection service!We shall see what they say then!Max
5129211512	2020-10-29T07:08:10	None	istheservicedown	Still down in south Kingstown ri, going on 3 days of intermittent  internet, highly unstable, if it does connect, 2 mbs speed, what a joke when we need it most it doesn't  work, no estimated  repair time. Top of my list of companies  that need to be shut down and have no customer service at all.
5129223910	2020-10-29T07:34:12	None	istheservicedown	"No problems"?? Multiple people are reporting outages. Give us updates. My internet has been down for nearly an hour in the 90630 area. This is ridiculous, I'll be charged for using more data at this point.
5129226889	2020-10-29T07:40:13	None	istheservicedown	I really need some help...9505510718420296308038Small priority package sent on 10/22 was expected on 10/25 but has been sitting at a Louisville distro facility since 10/23
5129237276	2020-10-29T08:01:21	None	istheservicedown	Been without Wi-Fi since about 11:30 a.m. yesterday and still hasn't came back on this is ridiculous I have not seen one COX WORKER in my neighborhood so how are you guys working on s*** if you're not working AT ALL????  In SW OKC  15TH & WESTWOOD
5129247715	2020-10-29T08:21:52	disqus_MCSdVCr3Sp	istheservicedown	Comcast sucks
5129263425	2020-10-29T08:52:54	christopher_carr	istheservicedown	I'm sure the WiFi access point works just fine. It's the effing Internet connection.Those are not the same thing. You can connect to a local area network via WiFi but not be able to connect to the Internet. Xfinity is not your "WiFi" service -- the router with built-in WAP provides the WiFi signal. People think "WiFi" and "Internet" are the same thing. Argh.
5129263927	2020-10-29T08:53:54	christopher_carr	istheservicedown	Was your WiFi signal actually down, it was your connection to the Internet down? "WiFi" and "Internet" are *not the same thing*
5129266095	2020-10-29T08:58:06	christopher_carr	istheservicedown	WiFi would lag?You mean your Internet connection? Your device can connect to a WiFi signal just fine, without one being connected out to the Internet."WiFi" is not synonymous with "Internet" -- not the same thing at all. You connect to your local area network via WiFi, and your local area network connects out to the Internet.
5129272121	2020-10-29T09:09:13	bakedi	istheservicedown	𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲 𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +① (8) (❸ ) (➂ ) (❼)(Ỗ) (O)-(O)(❺)７(1)𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲 𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +① (8) (❸ ) (➂ ) (❼)(Ỗ) (O)-(O)(❺)７(1) I can’t get my Roku app to open on my iPhone XS Max. I have deleted it several times and reinstalled it and doesn’t help.
5129275146	2020-10-29T09:14:29	jjknowscowboys	istheservicedown	08759 whiting new jersey . How long has the Xfinity outage been going on????
5129344489	2020-10-29T10:24:56	disqus_bVRdVMWyel	istheservicedown	𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O). . I have tried on my laptop and on my phon.  On my phone it says "Failed to publish" retry/ delete... And on the computr it says: Something went wrong. We're working on getting it fixed as soon as we can. 𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O)
5129345926	2020-10-29T10:27:05	disqus_bVRdVMWyel	istheservicedown	𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O)Signed out and back in. Even reloaded the app after an uninstall 𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O)
5129347014	2020-10-29T10:28:37	disqus_bVRdVMWyel	istheservicedown	𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O) 𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O) browsers--Firefox, Echo, Google on two different laptops and an Android phone. I'm in Houston TX 77007.
5129348065	2020-10-29T10:30:10	disqus_bVRdVMWyel	istheservicedown	𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O) 𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O)Problems started two days ago with a message .... “cannot access the server”.  That disappeared after a time and I was able to play.    Later I received another message .....Inferring that ....”sign on to Facebook failed“
5129381784	2020-10-29T11:15:50	plaerren	istheservicedown	𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O) 𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 𝗦𝗲𝗿𝘃𝗶𝗰𝗲  𝗣𝗵𝗼𝗻𝗲 𝗡𝘂𝗺𝗯𝗲𝗿 +➀ (❽)(❺)(５)(➈)(７)(❶) (O)(O)(７)(O) just pokestops and gyms. More people I know have this problem since 0ne, two days. Solved after removing and installing the app again.
5129404533	2020-10-29T11:43:12	F00M0nCh00	istheservicedown	This is useless if your IVR announces an outage but this site reports none.
5129426071	2020-10-29T12:07:29	Generalme	istheservicedown	No power fFetcher North Carolina  livingston farms the cove
5129499715	2020-10-29T13:17:09	disqus_0vbVl8G6Xx	istheservicedown	Will do! We turned on Informed Delivery and it showed mail for the last 7 days and it wasn't in any of them so I don't think it was stolen...either it's held up somewhere or mangled up!
5129511707	2020-10-29T13:26:52	None	istheservicedown	Spectrum is garbage. Trying to play LoL and Internet stops working mid game or just as it starts 3 times in a row.
5129513221	2020-10-29T13:28:03	None	istheservicedown	Internet is up and down all the time. This is incredibly frustrating while I'm working from home and relying on service for work. I shouldn't have to unplug the modem every other day to reconnect. I'm paying for 5G, but almost certain I've never had that.
5129521068	2020-10-29T13:34:18	disqus_65Ves4xKyX	istheservicedown	Ordered an item on Oct 18, it shipped the 21st, and arrived in Jacksonville, FL on Oct 23rd, 5 days & 22hrs ago (as of Oct 29 @ 9:31am e.s.t.)...still no change in status. Should've been to Pensacola, then Panama City, FL at least by now! .....still waiting!
5129540259	2020-10-29T13:49:09	None	istheservicedown	No cell service out in Fruita Colorado.  Will give me a bar sometimes then just drops it all together.
5129582152	2020-10-29T14:20:53	disqus_EXhCBv0DFE	istheservicedown	Power out in Troutman, NC. Lytton St
5129593807	2020-10-29T14:29:33	None	istheservicedown	Internet, TV down on Brentwood str., Orland Park!!! For how long? Nothing works!!
5129606791	2020-10-29T14:39:12	raymond_chabot	istheservicedown	Tracking Number: 9200190280960014017810 picked up by postal contractor Teapplix .October 24, 2020 at 1:24 amDeparted Shipping Partner Facility, USPS Awaiting ItemRANCHO CUCAMONGA, CA 91730  still no movement in system..
5129619454	2020-10-29T14:48:22	None	istheservicedown	Powe out in Candler...
5129622078	2020-10-29T14:50:15	cjparris	istheservicedown	Power out on Lost Mine Trail at Eagle Lake in Brevard.
5129633261	2020-10-29T14:58:42	disqus_aTmZbyTZ4G	istheservicedown	Power out on Sunset Avenue in Albemarle, NC
5129638786	2020-10-29T15:02:51	None	istheservicedown	I've been trying to access Amazon for quite a while now but can get ti website. Is there an expected up time yet?
5129645469	2020-10-29T15:07:53	None	istheservicedown	Are there any issues in Jamaica,  Queens?
5129646478	2020-10-29T15:08:35	None	istheservicedown	Is there an outage in Jamaica, Queens?
5129654935	2020-10-29T15:14:42	None	istheservicedown	Power out here in Sanford, NC.
5129658451	2020-10-29T15:17:11	disqus_VOJD7luah9	istheservicedown	I have the opposite issue. Ordered item on the 18th and was processed through Jacksonville on the 21st. Still no movement since. Original delivery date was the 24th. What the hell is going on there
5129660857	2020-10-29T15:18:56	josephschachner	istheservicedown	My daughter in Beacon, NY just reported that her Optimum Internet is down.  Just had her unplug, wait, and replug-in her router.  Did not solve the issue. She needs her internet for work! This outage is a big problem!
5129672285	2020-10-29T15:27:15	lucia_albero	istheservicedown	Ok, thank you I will let them know.
5129681598	2020-10-29T15:34:03	None	istheservicedown	How long until they are expecting it to be back up?
5129688050	2020-10-29T15:38:47	None	istheservicedown	Phone line is out in Hohenwald, TN.
5129692625	2020-10-29T15:42:11	disqus_abZz3rayC0	istheservicedown	Also intenret has been out here since yesterday @2:30pm. Been dead ever since. No matter what we do.
5129700153	2020-10-29T15:47:30	None	istheservicedown	Power out at 99 Smith Rd Pisgah Forest Nc
5129702371	2020-10-29T15:49:07	None	istheservicedown	Com' on man
5129713215	2020-10-29T15:56:47	first_lasts	istheservicedown	Switch to 3g if youre on the gulf coast...the faster bands arent working in alabama. But 3g works fine
5129720101	2020-10-29T16:01:50	disqus_BNGxeaXUMD	istheservicedown	Internet cable and phone out in Montgomery, AL since 7 a.m. with NO weather issues! Sun is shining. For those of us that work remotely from home this is UNACCEPTABLE!!
